"product_id","product_name","profit_margin_percentage","profit_rank"
533,"Grilling Tools Set","0.74","22"
656,"Baseball Set","0.74","22"
261,"HP 27fw Monitor","0.74","22"
45,"Dell G5 Gaming Desktop","0.74","22"
378,"Women's Leggings","0.74","22"
221,"Canon RF 50mm f/1.2L USM Lens","0.74","22"
151,"Elgato Game Capture HD60 S","0.74","22"
18,"Apple iPhone 14","0.74","22"
277,"Razer Viper V2 Pro","0.74","22"
307,"Razer Huntsman Mini Keyboard","0.74","22"
97,"HP Spectre x360 14","0.74","22"
96,"Sonos One (Gen 2) Wireless Speaker","0.73","23"
460,"Kitchen Scale","0.73","23"
149,"Sony WH-CH710N Wireless Headphones","0.73","23"
20,"Apple MacBook Air 2020","0.73","23"
415,"Women's Maxi Dress","0.73","23"
260,"Canon RF 15-35mm f/2.8L IS USM Lens","0.73","23"
504,"Pot Holders","0.73","23"
373,"Women's Fit & Flare Dress","0.73","23"
166,"Panasonic Lumix GH5","0.73","23"
185,"iPad Air (4th Gen)","0.73","23"
126,"LG Gram 17 Laptop","0.73","23"
612,"Dog Training Collar","0.73","23"
427,"Women's Cozy Sweater","0.73","23"
617,"Giant Jenga","0.73","23"
712,"Kid’s Swing Set","0.73","23"
175,"Fitbit Charge 4","0.73","23"
635,"Cat Food Dispenser","0.73","23"
606,"Cat Carrier","0.73","23"
443,"Air Fryer","0.73","23"
125,"Sony WH-1000XM5 Wireless Headphones","0.73","23"
158,"Razer BlackWidow Elite","0.73","23"
411,"Men's Casual Henley","0.73","23"
314,"Men's Sports Watch","0.72","24"
159,"Amazon Echo Show 8","0.72","24"
627,"Hiking Poles","0.72","24"
449,"Nonstick Frying Pan","0.72","24"
395,"Women's Tunic Top","0.72","24"
33,"Apple TV HD","0.72","24"
234,"HP Pavilion 27-inch All-in-One","0.72","24"
143,"Logitech MX Keys","0.72","24"
535,"Ice Cube Trays","0.72","24"
313,"Women's Leather Handbag","0.72","24"
150,"NVIDIA GeForce RTX 3080 Graphics Card","0.72","24"
653,"Tennis Set","0.72","24"
188,"Garmin Edge 530 GPS Bike Computer","0.72","24"
542,"Potato Masher","0.72","24"
468,"Dish Towels Set","0.72","24"
388,"Women's Wide-Leg Pants","0.71","25"
696,"Bird Treats","0.71","25"
282,"Logitech G502 Lightspeed Wireless Mouse","0.71","25"
598,"Baseball Glove","0.71","25"
62,"Samsung 34-Inch Curved Monitor","0.71","25"
599,"Exercise Ball","0.71","25"
46,"Dell Alienware m15 R6 Gaming Laptop","0.71","25"
719,"Paddleboard","0.71","25"
551,"Cat Bed","0.71","25"
13,"Apple iPad Pro (11-inch)","0.71","25"
303,"Razer Kraken Ultimate Gaming Headset","0.71","25"
569,"Tennis Racket","0.71","25"
38,"Apple Watch Ultra","0.71","25"
289,"Canon EOS Rebel T7i Camera Kit","0.71","25"
127,"Acer Nitro 5 Gaming Laptop","0.71","25"
276,"HP Chromebook x360 14","0.71","25"
549,"Bird Cage","0.70","26"
9,"Apple iPad 10th Gen","0.70","26"
68,"Samsung 55-Inch Q80T QLED TV","0.70","26"
364,"Men's Track Jacket","0.70","26"
203,"Razer Naga X MMO Gaming Mouse","0.70","26"
416,"Men's Lightweight Hoodie","0.70","26"
545,"Adjustable Measuring Cup","0.70","26"
353,"Women's Booties","0.70","26"
691,"Kids’ Baseball Mitt","0.70","26"
526,"Pot and Pan Protectors","0.70","26"
22,"Apple MacBook Air M2","0.70","26"
439,"Men's Jogging Pants","0.70","26"
396,"Unisex Leather Messenger Bag","0.70","26"
429,"Men's Casual Slacks","0.70","26"
592,"Educational Tablet","0.70","26"
232,"Microsoft Surface Headphones 2","0.70","26"
625,"Snowshoes","0.70","26"
51,"Dell Alienware x17 Gaming Laptop","0.70","26"
492,"Kitchen Sink Organizer","0.70","26"
117,"Western Digital 4TB My Passport External HD","0.70","26"
255,"Bose Soundbar 300","0.70","26"
16,"Apple iPhone 12 Mini","0.70","26"
280,"Sony WH-1000XM3 Wireless Headphones","0.70","26"
88,"Sony WH-1000XM4 Wireless Headphones","0.69","27"
75,"Samsung Galaxy Watch 5 Pro","0.69","27"
130,"Logitech G502 Hero Gaming Mouse","0.69","27"
454,"Cookware Set","0.69","27"
301,"Canon EOS 77D Camera Kit","0.69","27"
383,"Women's Printed Scarf","0.69","27"
387,"Men's Dress Vest","0.69","27"
444,"Coffee Maker","0.69","27"
703,"Cat Play Mat","0.69","27"
384,"Men's Baseball Cap","0.69","27"
211,"Western Digital My Passport 1TB External HD","0.69","27"
367,"Men's Casual Button-Down","0.69","27"
701,"Pet Car Seat Cover","0.69","27"
170,"Jabra Speak 710","0.69","27"
233,"Logitech Brio 4K Ultra HD Webcam","0.69","27"
355,"Women's Denim Jacket","0.69","27"
133,"Jabra Elite Active 65t","0.68","28"
15,"Apple iPad Pro 12.9-inch (5th Gen)","0.68","28"
400,"Women's Peplum Top","0.68","28"
214,"Canon RF 24-70mm f/2.8L IS USM Lens","0.68","28"
93,"LG OLED C1 Series 55-Inch TV","0.68","28"
200,"Anker Soundcore Liberty Air 2 Pro","0.68","28"
675,"Magnetic Building Blocks","0.68","28"
623,"Golf Balls","0.68","28"
272,"Razer Basilisk V3 Gaming Mouse","0.68","28"
621,"Learning Tablet","0.68","28"
563,"Puzzle","0.68","28"
418,"Unisex Fanny Pack","0.68","28"
56,"Samsung Galaxy Z Fold 4","0.68","28"
710,"Ride-On Car","0.67","29"
585,"Cat Tree","0.67","29"
64,"Samsung Galaxy Watch 4","0.67","29"
715,"Outdoor Basketball Net","0.67","29"
709,"Bouncing Ball","0.67","29"
379,"Men's Leather Backpack","0.67","29"
568,"Soccer Ball","0.67","29"
559,"Remote Control Car","0.67","29"
725,"Cat Playhouse","0.67","29"
340,"Women's Athletic Shoes","0.67","29"
425,"Women's Embroidered Jacket","0.67","29"
636,"Pet Gate","0.67","29"
254,"Canon EOS 90D Camera Kit","0.67","29"
268,"Canon EOS 6D Mark II Camera Kit","0.67","29"
380,"Women's Quilted Vest","0.67","29"
108,"Epson EcoTank ET-2760 Printer","0.67","29"
613,"Hamster Cage","0.67","29"
480,"Panini Press","0.67","29"
486,"Silicone Spatula Set","0.67","29"
591,"Kites","0.67","29"
74,"Samsung 32-Inch Odyssey G5 Monitor","0.66","30"
739,"Indoor Climbing Set","0.66","30"
246,"Microsoft Xbox Elite Series 2 Controller","0.66","30"
338,"Women's Silk Blouse","0.66","30"
550,"Pet Carrier","0.66","30"
498,"Nonstick Bakeware Set","0.66","30"
309,"Men's Classic T-Shirt","0.66","30"
49,"Dell XPS 13 Plus","0.66","30"
711,"Inflatable Slide","0.66","30"
469,"Kitchen Utensil Set","0.66","30"
615,"Magic Markers Set","0.66","30"
687,"Soccer Shin Guards","0.66","30"
488,"Bread Maker","0.66","30"
161,"Logitech G Pro Gaming Keyboard","0.66","30"
660,"Fitness Tracker","0.66","30"
302,"Lenovo IdeaPad 3 15 Laptop","0.66","30"
172,"LG CineBeam HU80KA 4K Laser Projector","0.66","30"
442,"4-Slice Toaster","0.66","30"
459,"Set of Mixing Bowls","0.66","30"
90,"Canon EOS R5 Mirrorless Camera","0.66","30"
574,"Camping Tent","0.66","30"
433,"Unisex Wide Brim Hat","0.66","30"
360,"Women's Embellished Dress","0.66","30"
389,"Men's Casual Shirt","0.66","30"
263,"Sony A7 III Camera Kit","0.66","30"
110,"Philips Hue White and Color Ambiance Bulbs","0.66","30"
571,"Dumbbell Set","0.66","30"
341,"Unisex Cardigan","0.65","31"
683,"Hiking Boots","0.65","31"
470,"Cast Iron Skillet","0.65","31"
138,"Razer DeathAdder V2","0.65","31"
461,"Spice Rack","0.65","31"
650,"Water Gun","0.65","31"
298,"Razer BlackWidow V3 Keyboard","0.65","31"
602,"Swim Goggles","0.65","31"
532,"Collapsible Storage Bins","0.65","31"
153,"Sennheiser HD 660S","0.65","31"
674,"Kids’ Tent","0.65","31"
155,"Bose 700 Noise Cancelling Headphones","0.65","31"
441,"Stainless Steel Cookware Set","0.65","31"
547,"Dog Leash","0.65","31"
652,"Soccer Net","0.65","31"
489,"Electric Hot Pot","0.65","31"
102,"Bose SoundLink Revolve+","0.65","31"
385,"Women's Trapeze Dress","0.65","31"
544,"Pan Protector","0.65","31"
176,"Sony Xperia 5 II","0.65","31"
390,"Women's A-Line Skirt","0.64","32"
505,"Soup Maker","0.64","32"
690,"Beach Ball","0.64","32"
626,"Baseball Bat","0.64","32"
608,"Dog Nail Clippers","0.64","32"
698,"Pet Food Storage Container","0.64","32"
177,"Logitech C922 Pro Stream Webcam","0.64","32"
216,"Sony A7R IV Mirrorless Camera","0.64","32"
44,"Dell S3221QS Curved Monitor","0.64","32"
622,"Hot Wheels Cars","0.64","32"
120,"Logitech C920 HD Pro Webcam","0.64","32"
136,"Sony X90J 55-Inch TV","0.64","32"
720,"Portable Basketball Hoop","0.64","32"
37,"Apple Watch Series 8","0.64","32"
270,"Anker Soundcore Motion+","0.64","32"
745,"Cat Wand Toy","0.64","32"
737,"Mini Pool Table","0.64","32"
412,"Women's Long Cardigan","0.64","32"
197,"Sony Alpha 7C Mirrorless Camera","0.64","32"
436,"Unisex Knit Scarf","0.64","32"
494,"Countertop Compost Bin","0.64","32"
335,"Women's Trench Coat","0.64","32"
414,"Men's Crewneck Sweatshirt","0.63","33"
82,"Samsung Galaxy S21 FE","0.63","33"
450,"Food Processor","0.63","33"
89,"Bose QuietComfort 35 II","0.63","33"
122,"Sennheiser Momentum True Wireless 2","0.63","33"
536,"Rolling Pin with Thickness Rings","0.63","33"
605,"Dog Harness","0.63","33"
236,"Canon EOS Rebel T8i Camera Kit","0.63","33"
243,"HP Elite Dragonfly Laptop","0.63","33"
339,"Men's Zip-Up Hoodie","0.63","33"
485,"Tea Kettle","0.63","33"
728,"Cat Puzzle Feeder","0.63","33"
724,"Pet Training Mat","0.63","33"
594,"RC Boat","0.63","33"
224,"LG UltraGear 38GN950 Monitor","0.63","33"
91,"Microsoft Surface Pro 8","0.63","33"
525,"Tea Towels Set","0.63","33"
560,"Dollhouse","0.63","33"
604,"Pet Cooling Mat","0.63","33"
306,"Canon EOS 6D Mark II Camera Kit","0.63","33"
343,"Women's Denim Skirt","0.63","33"
668,"Cat Carrier Backpack","0.62","34"
320,"Women's Sun Hat","0.62","34"
729,"Pet Car Window Shade","0.62","34"
124,"Beyerdynamic DT 990 Pro Headphones","0.62","34"
693,"Pet Door","0.62","34"
637,"Dog First Aid Kit","0.62","34"
714,"Tennis Racket Set","0.62","34"
401,"Unisex Graphic Tee","0.62","34"
678,"Remote-Controlled Truck","0.62","34"
456,"Portable Induction Cooktop","0.62","34"
231,"Sony A7S III Mirrorless Camera","0.62","34"
66,"Samsung Galaxy Tab S7+","0.62","34"
285,"Sony WH-H910N Noise Cancelling Headphones","0.62","34"
86,"Samsung 32-Inch Curved UHD Monitor","0.62","34"
35,"Apple Watch SE (2022)","0.62","34"
717,"Soccer Goal","0.62","34"
54,"Samsung 65-Inch QLED TV","0.62","34"
274,"Sony RX0 II Camera","0.62","34"
205,"Logitech G923 Racing Wheel","0.62","34"
135,"Canon EOS M50 Mark II","0.62","34"
326,"Unisex Beanie Hat","0.62","34"
189,"Sennheiser CX 400BT True Wireless","0.62","34"
39,"Dell XPS 13 Laptop","0.62","34"
509,"Kitchen Drawer Organizers","0.62","34"
258,"Sony XBR-65A8H OLED TV","0.62","34"
59,"Samsung Galaxy Note 20 Ultra","0.61","35"
448,"Dish Rack","0.61","35"
141,"Fitbit Versa 3","0.61","35"
194,"Microsoft Surface Book 3","0.61","35"
640,"Pet Odor Eliminator","0.61","35"
548,"Cat Scratching Post","0.61","35"
596,"Skateboard","0.61","35"
452,"Stand Mixer","0.61","35"
167,"Anker Soundcore Flare 2","0.61","35"
179,"Huawei MatePad Pro","0.61","35"
345,"Women's Overalls","0.61","35"
508,"Bread Box","0.61","35"
178,"Roku Ultra 2022","0.61","35"
573,"Hiking Backpack","0.61","35"
403,"Women's Wide Brim Hat","0.61","35"
296,"Canon EOS M50 Mark II Camera Kit","0.61","35"
1,"Apple AirPods 3rd Gen","0.61","35"
522,"Microwave Popcorn Popper","0.61","35"
247,"Bose Sleepbuds II","0.61","35"
284,"Razer BlackWidow V3 Gaming Keyboard","0.61","35"
404,"Men's Denim Jeans","0.61","35"
619,"Puzzle Mat","0.61","35"
649,"Electronic Drum Set","0.60","36"
103,"Sony A7 III Mirrorless Camera","0.60","36"
558,"Lego Building Blocks","0.60","36"
73,"Samsung Galaxy Z Flip 5","0.60","36"
482,"Adjustable Rolling Pin","0.60","36"
512,"Canister Set","0.60","36"
528,"Dishwashing Gloves","0.60","36"
267,"Google Pixel 6 Pro","0.60","36"
567,"Basketball","0.60","36"
30,"Apple Magic Trackpad","0.60","36"
145,"Western Digital My Book 8TB External HD","0.60","36"
226,"Bose Home Speaker 500","0.60","36"
377,"Men's Lightweight Jacket","0.60","36"
180,"Bose Noise Cancelling Headphones 700","0.60","36"
579,"Dog Bed","0.60","36"
292,"Sony A9 II Mirrorless Camera","0.59","37"
435,"Women's Wool Blend Dress","0.59","37"
713,"Skateboard Deck","0.59","37"
639,"Dog Agility Equipment","0.59","37"
165,"Google Nest Hub Max","0.59","37"
740,"Electronic Building Blocks","0.59","37"
552,"Dog Crate","0.59","37"
742,"Pet Exercise Wheel","0.59","37"
684,"Golf Bag","0.59","37"
278,"Canon EOS Rebel T7 DSLR Kit","0.59","37"
642,"Inflatable Pool","0.59","37"
53,"Dell Alienware m17 R5 Gaming Laptop","0.59","37"
655,"Exercise Resistance Bands","0.59","37"
688,"Sports Socks","0.59","37"
515,"Sifter","0.59","37"
361,"Unisex Messenger Bag","0.58","38"
700,"Dog Boots","0.58","38"
105,"Jabra Elite 75t Wireless Earbuds","0.58","38"
50,"Dell Inspiron 14 5000","0.58","38"
590,"Trampoline","0.58","38"
466,"Can Opener","0.58","38"
743,"Dog Toothpaste","0.58","38"
291,"Razer Naga Pro Wireless Gaming Mouse","0.58","38"
47,"Dell Inspiron 14 5000 Laptop","0.58","38"
467,"Measuring Cups and Spoons Set","0.58","38"
2,"Apple AirPods Max","0.58","38"
240,"Sony WH-H910N Wireless Headphones","0.58","38"
346,"Unisex Wallet","0.58","38"
202,"Sony WH-XB910N Wireless Headphones","0.58","38"
477,"Electric Wine Opener","0.58","38"
727,"Pet Odor Neutralizer","0.58","38"
237,"Sony A6600 Mirrorless Camera","0.58","38"
629,"Camping Lantern","0.57","39"
741,"Kid’s Yoga Mat","0.57","39"
327,"Men's Leather Belt","0.57","39"
726,"Dog Bed with Canopy","0.57","39"
249,"Lenovo ThinkPad X1 Yoga","0.57","39"
300,"Microsoft Surface Headphones","0.57","39"
328,"Women's Knit Sweater","0.57","39"
181,"DJI Mavic Air 2","0.57","39"
213,"Logitech MX Master 2S","0.57","39"
305,"HP Pavilion x360 14 Laptop","0.57","39"
677,"Child’s Tool Set","0.57","39"
370,"Women's Long Sleeve Shirt","0.57","39"
57,"Samsung 32-Inch Odyssey G7 Monitor","0.57","39"
557,"Teddy Bear","0.57","39"
42,"Dell UltraSharp U2720Q Monitor","0.57","39"
148,"iRobot Roomba 694 Robot Vacuum","0.57","39"
471,"Mixing Bowls with Lids","0.57","39"
614,"Remote Control Helicopter","0.57","39"
630,"CrossFit Gear","0.57","39"
651,"Frisbee","0.57","39"
381,"Unisex Tech Gloves","0.57","39"
575,"Fishing Rod","0.57","39"
337,"Men's Dress Shoes","0.56","40"
472,"Food Storage Containers","0.56","40"
524,"Kitchen Gadget Set","0.56","40"
344,"Men's Casual Loafers","0.56","40"
681,"Paddle Ball","0.56","40"
566,"Building Blocks","0.56","40"
682,"Sports Goggles","0.56","40"
334,"Men's Canvas Sneakers","0.56","40"
463,"Baking Sheet Set","0.56","40"
490,"Kitchen Timer","0.56","40"
235,"Anker PowerCore 10000 Portable Charger","0.56","40"
204,"Microsoft Xbox Series S","0.56","40"
493,"Trash Can with Lid","0.56","40"
372,"Men's Casual Vest","0.55","41"
140,"HP ENVY 13 Laptop","0.55","41"
198,"Logitech G Pro Wireless Gaming Mouse","0.55","41"
519,"Cooktop Burner","0.55","41"
311,"Unisex Denim Jacket","0.55","41"
732,"Dog Harness with Leash","0.55","41"
266,"Jabra Elite Active 75t","0.55","41"
312,"Men's Running Shoes","0.55","41"
680,"Play Tent","0.55","41"
142,"Bose QuietComfort Earbuds","0.55","41"
6,"Apple iMac 24-Inch","0.55","41"
3,"Apple AirPods Pro","0.55","41"
518,"Electric Egg Cooker","0.55","41"
69,"Samsung Galaxy Z Fold 5","0.55","41"
79,"Samsung Galaxy S22 Plus","0.55","41"
294,"HP Envy 32 All-in-One Desktop","0.55","41"
